order_id;order_line;order_date;customer_id;product_id;bikeshop_id;quantity
12;9;1/20/2011;6;22;16;1
12;10;1/20/2011;6;13;26;1
12;11;1/20/2011;6;29;12;1
12;12;1/20/2011;6;63;5;1
12;13;1/20/2011;6;31;9;1
12;14;1/20/2011;6;15;4;1
12;15;1/20/2011;6;40;27;1
12;16;1/20/2011;6;10;23;3
12;17;1/20/2011;6;37;20;1
12;18;1/20/2011;6;8;1;1
12;19;1/20/2011;6;57;11;1
13;1;1/20/2011;7;4;27;1
13;2;1/20/2011;7;18;24;1
14;1;1/24/2011;14;87;20;1
14;2;1/24/2011;14;76;25;1
14;3;1/24/2011;14;69;10;1
15;1;1/25/2011;13;3;15;1
15;2;1/25/2011;13;35;14;1
15;3;1/25/2011;13;65;18;3
15;4;1/25/2011;13;5;24;1
15;5;1/25/2011;13;19;17;1
15;6;1/25/2011;13;84;23;2
15;7;1/25/2011;13;90;15;1
15;8;1/25/2011;13;16;21;1
15;9;1/25/2011;13;1;12;1
15;10;1/25/2011;13;88;17;1
15;11;1/25/2011;13;44;4;1
15;12;1/25/2011;13;22;14;2
16;1;1/25/2011;9;73;4;4
16;2;1/25/2011;9;91;25;1
16;3;1/25/2011;9;95;13;1
16;4;1/25/2011;9;94;27;1
16;5;1/25/2011;9;3;28;1
16;6;1/25/2011;9;72;26;1
16;7;1/25/2011;9;65;8;1
16;8;1/25/2011;9;49;20;2
17;1;1/26/2011;5;38;13;1
18;1;1/28/2011;8;21;20;1
18;2;1/28/2011;8;64;10;1
19;1;1/28/2011;2;66;27;2
19;2;1/28/2011;2;61;25;1
20;1;1/28/2011;10;9;2;1
20;2;1/28/2011;10;14;7;1
20;3;1/28/2011;10;50;25;1
20;4;1/28/2011;10;85;27;1
20;5;1/28/2011;10;16;18;1
20;6;1/28/2011;10;27;23;1
20;7;1/28/2011;10;79;24;1
20;8;1/28/2011;10;78;27;1
20;9;1/28/2011;10;77;25;1
21;1;02/01/2011;17;51;14;1
21;2;02/01/2011;17;3;12;4
21;3;02/01/2011;17;61;10;1
21;4;02/01/2011;17;26;26;1
21;5;02/01/2011;17;65;19;1
22;1;02/01/2011;21;33;1;2
22;2;02/01/2011;21;36;29;1
22;3;02/01/2011;21;74;20;1
22;4;02/01/2011;21;37;29;1
22;5;02/01/2011;21;87;30;3
22;6;02/01/2011;21;24;21;1
22;7;02/01/2011;21;43;26;2
22;8;02/01/2011;21;79;25;1
22;9;02/01/2011;21;28;27;1
22;10;02/01/2011;21;10;5;2
23;1;02/04/2011;8;48;10;1
23;2;02/04/2011;8;71;1;1
23;3;02/04/2011;8;92;27;1
23;4;02/04/2011;8;30;15;1
23;5;02/04/2011;8;42;7;1
24;1;02/07/2011;22;40;18;1
24;2;02/07/2011;22;29;7;7
24;3;02/07/2011;22;2;17;3
24;4;02/07/2011;22;37;23;1
24;5;02/07/2011;22;6;18;1
24;6;02/07/2011;22;73;18;1
24;7;02/07/2011;22;42;11;2
24;8;02/07/2011;22;97;12;1
24;9;02/07/2011;22;92;8;1
24;10;02/07/2011;22;18;14;1
24;11;02/07/2011;22;12;22;1
25;1;02/07/2011;14;16;28;1
25;2;02/07/2011;14;13;9;1
25;3;02/07/2011;14;71;19;1
26;1;02/09/2011;3;13;9;1
27;1;02/10/2011;10;8;14;1
27;2;02/10/2011;10;79;21;1
27;3;02/10/2011;10;20;13;1
27;4;02/10/2011;10;92;23;2
27;5;02/10/2011;10;71;28;1
27;6;02/10/2011;10;70;26;1
27;7;02/10/2011;10;78;10;3
27;8;02/10/2011;10;89;10;1
27;9;02/10/2011;10;80;28;1
27;10;02/10/2011;10;61;15;1
27;11;02/10/2011;10;69;27;1
27;12;02/10/2011;10;40;12;2
28;1;02/10/2011;2;47;22;1
28;2;02/10/2011;2;79;12;1
28;3;02/10/2011;2;61;26;1
28;4;02/10/2011;2;97;5;1
28;5;02/10/2011;2;66;29;2
28;6;02/10/2011;2;5;30;1
28;7;02/10/2011;2;58;17;1
28;8;02/10/2011;2;89;2;1
28;9;02/10/2011;2;7;26;1
28;10;02/10/2011;2;72;2;1
28;11;02/10/2011;2;6;28;1
28;12;02/10/2011;2;25;14;1
28;13;02/10/2011;2;75;12;1
28;14;02/10/2011;2;38;24;1
28;15;02/10/2011;2;62;2;1
28;16;02/10/2011;2;60;28;1
28;17;02/10/2011;2;52;26;1
28;18;02/10/2011;2;12;17;2
28;19;02/10/2011;2;15;18;1
29;1;02/11/2011;2;79;19;1
29;2;02/11/2011;2;69;24;1
29;3;02/11/2011;2;66;23;1
29;4;02/11/2011;2;54;4;1
29;5;02/11/2011;2;3;22;1
30;1;2/14/2011;22;9;25;3
30;2;2/14/2011;22;7;17;1
31;1;2/15/2011;2;65;12;1
31;2;2/15/2011;2;71;8;1
31;3;2/15/2011;2;82;10;1
31;4;2/15/2011;2;50;1;1
32;1;2/15/2011;16;19;26;2
32;2;2/15/2011;16;45;20;1
32;3;2/15/2011;16;53;4;1
32;4;2/15/2011;16;34;27;1
32;5;2/15/2011;16;71;27;1
32;6;2/15/2011;16;69;27;1
32;7;2/15/2011;16;28;28;1
32;8;2/15/2011;16;12;29;2
32;9;2/15/2011;16;75;11;6
32;10;2/15/2011;16;7;17;1
32;11;2/15/2011;16;76;7;1
32;12;2/15/2011;16;80;8;3
32;13;2/15/2011;16;44;29;1
32;14;2/15/2011;16;56;30;1
32;15;2/15/2011;16;91;20;1
32;16;2/15/2011;16;60;21;1
32;17;2/15/2011;16;26;18;1
32;18;2/15/2011;16;15;19;1
32;19;2/15/2011;16;46;4;1
32;20;2/15/2011;16;82;22;3
32;21;2/15/2011;16;73;7;2
32;22;2/15/2011;16;85;6;1
32;23;2/15/2011;16;16;21;1
33;1;2/15/2011;8;97;1;2
33;2;2/15/2011;8;93;21;1
34;1;2/16/2011;10;97;25;1
34;2;2/16/2011;10;2;3;1
34;3;2/16/2011;10;19;26;1
34;4;2/16/2011;10;71;5;1
34;5;2/16/2011;10;94;13;1
34;6;2/16/2011;10;41;24;1
34;7;2/16/2011;10;72;20;1
34;8;2/16/2011;10;30;5;1
34;9;2/16/2011;10;90;9;1
34;10;2/16/2011;10;47;15;2
34;11;2/16/2011;10;92;2;1
34;12;2/16/2011;10;55;27;1
34;13;2/16/2011;10;14;7;1
34;14;2/16/2011;10;95;16;1
34;15;2/16/2011;10;76;29;1
34;16;2/16/2011;10;42;21;1
34;17;2/16/2011;10;9;23;3
34;18;2/16/2011;10;89;9;1
34;19;2/16/2011;10;83;8;1
34;20;2/16/2011;10;84;30;1
34;21;2/16/2011;10;93;13;1
34;22;2/16/2011;10;18;12;1
34;23;2/16/2011;10;13;14;1
34;24;2/16/2011;10;96;14;1
34;25;2/16/2011;10;56;7;1
35;1;2/17/2011;20;12;25;2
35;2;2/17/2011;20;77;15;1
35;3;2/17/2011;20;86;3;1
35;4;2/17/2011;20;74;5;1
35;5;2/17/2011;20;36;9;1
35;6;2/17/2011;20;90;25;1
35;7;2/17/2011;20;18;8;3
35;8;2/17/2011;20;46;3;1
35;9;2/17/2011;20;1;27;1
36;1;2/18/2011;30;75;12;1
36;2;2/18/2011;30;24;11;1
36;3;2/18/2011;30;39;24;1
36;4;2/18/2011;30;69;8;1
36;5;2/18/2011;30;86;21;1
36;6;2/18/2011;30;47;9;1
36;7;2/18/2011;30;72;29;1
36;8;2/18/2011;30;81;11;1
36;9;2/18/2011;30;79;19;1
36;10;2/18/2011;30;54;12;1
36;11;2/18/2011;30;63;5;3
36;12;2/18/2011;30;27;4;1
36;13;2/18/2011;30;68;22;1
36;14;2/18/2011;30;74;22;2
36;15;2/18/2011;30;66;2;2
36;16;2/18/2011;30;85;24;1
36;17;2/18/2011;30;26;3;1
36;18;2/18/2011;30;53;7;1
36;19;2/18/2011;30;78;22;1
36;20;2/18/2011;30;57;16;1
37;1;2/18/2011;8;83;24;2
38;1;2/21/2011;5;1;24;1
38;2;2/21/2011;5;39;1;1
38;3;2/21/2011;5;2;11;1
38;4;2/21/2011;5;14;9;2
38;5;2/21/2011;5;53;18;1
38;6;2/21/2011;5;54;1;1
38;7;2/21/2011;5;36;14;2
39;1;2/22/2011;10;70;4;3
39;2;2/22/2011;10;96;2;1
39;3;2/22/2011;10;87;25;1
39;4;2/22/2011;10;79;29;1
39;5;2/22/2011;10;65;20;1
39;6;2/22/2011;10;46;17;1
39;7;2/22/2011;10;72;17;1
39;8;2/22/2011;10;58;17;1
39;9;2/22/2011;10;52;14;1
39;10;2/22/2011;10;57;6;1
39;11;2/22/2011;10;66;19;1
39;12;2/22/2011;10;61;16;1
39;13;2/22/2011;10;80;2;1
39;14;2/22/2011;10;90;12;1
39;15;2/22/2011;10;73;5;1
39;16;2/22/2011;10;6;17;1
39;17;2/22/2011;10;41;9;1
39;18;2/22/2011;10;74;9;1
39;19;2/22/2011;10;9;27;3
39;20;2/22/2011;10;50;11;1
39;21;2/22/2011;10;63;1;1
39;22;2/22/2011;10;20;19;1
39;23;2/22/2011;10;83;6;1
39;24;2/22/2011;10;93;25;1
39;25;2/22/2011;10;44;14;1
39;26;2/22/2011;10;42;27;1
39;27;2/22/2011;10;71;26;1
39;28;2/22/2011;10;86;5;1
39;29;2/22/2011;10;97;21;1
40;1;2/22/2011;14;73;25;1
41;1;2/22/2011;13;29;14;1
41;2;2/22/2011;13;65;9;2
42;1;2/22/2011;13;75;22;1
42;2;2/22/2011;13;95;2;3
42;3;2/22/2011;13;42;6;1
42;4;2/22/2011;13;90;4;1
42;5;2/22/2011;13;25;6;4
42;6;2/22/2011;13;7;17;1
42;7;2/22/2011;13;24;11;1
42;8;2/22/2011;13;15;21;1
42;9;2/22/2011;13;5;3;3
42;10;2/22/2011;13;1;21;1
42;11;2/22/2011;13;17;21;2
42;12;2/22/2011;13;2;12;1
42;13;2/22/2011;13;72;11;1
42;14;2/22/2011;13;18;11;1
42;15;2/22/2011;13;41;27;1
42;16;2/22/2011;13;71;3;1
42;17;2/22/2011;13;52;14;1
42;18;2/22/2011;13;44;30;1
43;1;2/28/2011;24;18;5;1
43;2;2/28/2011;24;84;30;1
43;3;2/28/2011;24;65;24;1
43;4;2/28/2011;24;70;27;1
43;5;2/28/2011;24;37;28;6
43;6;2/28/2011;24;88;11;1
43;7;2/28/2011;24;73;26;7
43;8;2/28/2011;24;19;23;1
43;9;2/28/2011;24;61;12;1
43;10;2/28/2011;24;23;22;1
43;11;2/28/2011;24;31;12;2
43;12;2/28/2011;24;71;2;1
43;13;2/28/2011;24;50;17;1
44;1;2/28/2011;16;34;27;1
44;2;2/28/2011;16;41;27;1
44;3;2/28/2011;16;19;8;1
44;4;2/28/2011;16;44;23;1
44;5;2/28/2011;16;89;19;1
44;6;2/28/2011;16;71;24;1
44;7;2/28/2011;16;95;2;1
44;8;2/28/2011;16;65;26;1
44;9;2/28/2011;16;79;21;1
44;10;2/28/2011;16;36;3;1
44;11;2/28/2011;16;90;12;1
44;12;2/28/2011;16;77;10;1
44;13;2/28/2011;16;48;3;1
44;14;2/28/2011;16;96;5;1
44;15;2/28/2011;16;18;18;1
45;1;2/28/2011;2;27;23;3
45;2;2/28/2011;2;63;13;1
45;3;2/28/2011;2;64;18;1
45;4;2/28/2011;2;50;14;1
45;5;2/28/2011;2;54;3;1
45;6;2/28/2011;2;67;14;1
46;1;2/28/2011;8;76;11;1
46;2;2/28/2011;8;61;1;1
46;3;2/28/2011;8;47;10;1
46;4;2/28/2011;8;65;24;2
47;1;03/03/2011;10;8;18;1
47;2;03/03/2011;10;65;3;5
47;3;03/03/2011;10;28;17;1
47;4;03/03/2011;10;21;3;1
47;5;03/03/2011;10;51;29;1
47;6;03/03/2011;10;67;21;1
47;7;03/03/2011;10;93;29;1
47;8;03/03/2011;10;75;7;1
47;9;03/03/2011;10;84;20;1
47;10;03/03/2011;10;35;9;1
47;11;03/03/2011;10;86;26;1
47;12;03/03/2011;10;52;23;1
47;13;03/03/2011;10;91;5;3
48;1;03/03/2011;30;76;3;1
48;2;03/03/2011;30;47;22;1
48;3;03/03/2011;30;51;27;1
48;4;03/03/2011;30;50;15;1
48;5;03/03/2011;30;48;21;1
48;6;03/03/2011;30;59;21;1
48;7;03/03/2011;30;21;6;1
48;8;03/03/2011;30;74;8;1
48;9;03/03/2011;30;39;16;1
48;10;03/03/2011;30;62;23;1
48;11;03/03/2011;30;23;21;1
48;12;03/03/2011;30;52;22;1
48;13;03/03/2011;30;4;5;1
48;14;03/03/2011;30;77;29;1
48;15;03/03/2011;30;26;23;1
48;16;03/03/2011;30;1;11;1
48;17;03/03/2011;30;12;12;1
48;18;03/03/2011;30;90;7;1
48;19;03/03/2011;30;54;4;4
49;1;03/08/2011;11;7;10;1
50;1;03/09/2011;10;52;27;1
50;2;03/09/2011;10;97;14;1
51;1;03/10/2011;10;7;12;3
51;2;03/10/2011;10;96;11;1
52;1;03/10/2011;13;46;22;1
53;1;03/10/2011;17;19;19;1
54;1;03/11/2011;7;65;8;1
54;2;03/11/2011;7;11;12;1
55;1;03/11/2011;13;37;11;1
55;2;03/11/2011;13;29;25;1
55;3;03/11/2011;13;13;11;1
55;4;03/11/2011;13;93;15;1
55;5;03/11/2011;13;27;4;1
55;6;03/11/2011;13;44;21;1
56;1;3/15/2011;11;30;29;1
56;2;3/15/2011;11;54;20;1
57;1;3/15/2011;17;3;2;1
58;1;3/16/2011;20;72;14;2
59;1;3/18/2011;17;39;15;2
59;2;3/18/2011;17;9;20;1
59;3;3/18/2011;17;82;16;1
59;4;3/18/2011;17;58;27;1
59;5;3/18/2011;17;34;28;1
59;6;3/18/2011;17;59;12;2
60;1;3/21/2011;9;60;7;1
61;1;3/22/2011;5;40;23;3
61;2;3/22/2011;5;67;27;1
61;3;3/22/2011;5;12;25;1
61;4;3/22/2011;5;13;14;1
62;1;3/22/2011;5;51;2;1
62;2;3/22/2011;5;40;10;2
62;3;3/22/2011;5;8;24;1
62;4;3/22/2011;5;58;25;1
62;5;3/22/2011;5;27;18;2
62;6;3/22/2011;5;38;24;1
62;7;3/22/2011;5;36;24;1
63;1;3/22/2011;25;76;8;1
63;2;3/22/2011;25;35;17;7
63;3;3/22/2011;25;13;20;1
63;4;3/22/2011;25;44;22;1
63;5;3/22/2011;25;1;9;2
63;6;3/22/2011;25;79;20;1
63;7;3/22/2011;25;32;7;1
63;8;3/22/2011;25;16;29;1
63;9;3/22/2011;25;24;12;1
63;10;3/22/2011;25;15;1;4
63;11;3/22/2011;25;29;30;1
63;12;3/22/2011;25;45;10;3
63;13;3/22/2011;25;23;1;1
63;14;3/22/2011;25;89;14;2
63;15;3/22/2011;25;26;28;1
63;16;3/22/2011;25;20;10;1
63;17;3/22/2011;25;9;30;1
63;18;3/22/2011;25;70;29;1
63;19;3/22/2011;25;4;16;1
63;20;3/22/2011;25;43;3;1
63;21;3/22/2011;25;6;11;1
63;22;3/22/2011;25;38;24;1
63;23;3/22/2011;25;36;8;1
63;24;3/22/2011;25;37;28;1
63;25;3/22/2011;25;2;29;1
63;26;3/22/2011;25;5;29;1
64;1;3/23/2011;15;32;1;1
64;2;3/23/2011;15;89;15;1
64;3;3/23/2011;15;45;3;1
64;4;3/23/2011;15;84;29;1
64;5;3/23/2011;15;15;25;2
64;6;3/23/2011;15;90;9;1
64;7;3/23/2011;15;95;7;1
64;8;3/23/2011;15;43;23;1
65;1;3/23/2011;28;23;19;1
65;2;3/23/2011;28;61;17;2
65;3;3/23/2011;28;26;20;1
66;1;3/23/2011;6;78;17;2
66;2;3/23/2011;6;48;11;1
67;1;3/24/2011;10;19;19;2
67;2;3/24/2011;10;91;24;1
67;3;3/24/2011;10;75;2;1
68;1;3/25/2011;16;82;4;1
68;2;3/25/2011;16;75;14;1
68;3;3/25/2011;16;15;14;1
69;1;3/28/2011;19;10;29;1
70;1;3/28/2011;1;74;20;1
70;2;3/28/2011;1;72;8;1
70;3;3/28/2011;1;27;14;1
70;4;3/28/2011;1;59;17;7
70;5;3/28/2011;1;91;1;1
70;6;3/28/2011;1;93;20;1
70;7;3/28/2011;1;60;18;1
70;8;3/28/2011;1;62;20;1
70;9;3/28/2011;1;83;20;1
71;1;3/31/2011;8;92;6;1
71;2;3/31/2011;8;51;23;7
71;3;3/31/2011;8;73;14;1
72;1;04/01/2011;1;4;27;1
72;2;04/01/2011;1;39;22;1
73;1;04/05/2011;9;95;15;1
73;2;04/05/2011;9;29;20;3
73;3;04/05/2011;9;40;3;1
73;4;04/05/2011;9;76;1;1
73;5;04/05/2011;9;20;4;8
73;6;04/05/2011;9;71;22;1
74;1;04/05/2011;28;60;8;1
74;2;04/05/2011;28;42;19;1
74;3;04/05/2011;28;26;14;1
74;4;04/05/2011;28;67;23;1
74;5;04/05/2011;28;83;6;1
74;6;04/05/2011;28;28;18;1
74;7;04/05/2011;28;39;19;7
74;8;04/05/2011;28;85;27;1
74;9;04/05/2011;28;61;15;1
74;10;04/05/2011;28;65;21;1
74;11;04/05/2011;28;59;28;1
74;12;04/05/2011;28;17;24;1
74;13;04/05/2011;28;68;11;1
74;14;04/05/2011;28;55;5;1
74;15;04/05/2011;28;27;6;1
74;16;04/05/2011;28;18;23;1
74;17;04/05/2011;28;3;8;1
74;18;04/05/2011;28;11;11;1
74;19;04/05/2011;28;7;27;1
74;20;04/05/2011;28;25;8;1
74;21;04/05/2011;28;44;2;1
74;22;04/05/2011;28;14;2;1
74;23;04/05/2011;28;54;1;3
74;24;04/05/2011;28;43;17;1
74;25;04/05/2011;28;24;21;1
74;26;04/05/2011;28;31;7;1
74;27;04/05/2011;28;30;6;1
75;1;04/06/2011;5;6;15;4
75;2;04/06/2011;5;13;15;1
75;3;04/06/2011;5;61;12;1
75;4;04/06/2011;5;24;22;1
75;5;04/06/2011;5;7;29;1
75;6;04/06/2011;5;2;18;1
75;7;04/06/2011;5;18;25;1
75;8;04/06/2011;5;63;19;1
76;1;04/06/2011;8;82;14;3
76;2;04/06/2011;8;15;15;1
76;3;04/06/2011;8;70;6;1
76;4;04/06/2011;8;87;7;1
76;5;04/06/2011;8;55;11;1
76;6;04/06/2011;8;7;24;1
76;7;04/06/2011;8;72;17;2
77;1;04/06/2011;10;72;23;1
77;2;04/06/2011;10;31;24;1
77;3;04/06/2011;10;20;28;1
77;4;04/06/2011;10;33;7;1
77;5;04/06/2011;10;30;25;2
77;6;04/06/2011;10;75;18;2
77;7;04/06/2011;10;41;19;1
77;8;04/06/2011;10;42;9;1
77;9;04/06/2011;10;83;2;1
77;10;04/06/2011;10;70;14;2
77;11;04/06/2011;10;9;20;2
77;12;04/06/2011;10;23;28;2
77;13;04/06/2011;10;91;18;1
77;14;04/06/2011;10;89;17;1
77;15;04/06/2011;10;97;17;1
77;16;04/06/2011;10;77;22;1
77;17;04/06/2011;10;48;15;1
78;1;04/07/2011;8;14;23;2
78;2;04/07/2011;8;10;11;1
78;3;04/07/2011;8;53;12;4
78;4;04/07/2011;8;15;20;1
78;5;04/07/2011;8;20;6;2
78;6;04/07/2011;8;93;19;1
78;7;04/07/2011;8;50;9;1
78;8;04/07/2011;8;92;10;1
78;9;04/07/2011;8;79;20;1
78;10;04/07/2011;8;97;16;2
78;11;04/07/2011;8;37;22;1
78;12;04/07/2011;8;47;23;1
79;1;04/07/2011;22;91;22;2
79;2;04/07/2011;22;17;24;2
79;3;04/07/2011;22;4;1;1
79;4;04/07/2011;22;1;25;2
79;5;04/07/2011;22;26;8;1
79;6;04/07/2011;22;19;1;1
79;7;04/07/2011;22;31;23;3
79;8;04/07/2011;22;22;4;1
79;9;04/07/2011;22;80;10;1
79;10;04/07/2011;22;2;30;1
79;11;04/07/2011;22;34;12;1
79;12;04/07/2011;22;44;22;1
79;13;04/07/2011;22;30;23;1
79;14;04/07/2011;22;65;12;1
79;15;04/07/2011;22;35;15;1
79;16;04/07/2011;22;38;13;1
80;1;04/08/2011;21;17;13;1
81;1;04/11/2011;17;38;7;1
81;2;04/11/2011;17;74;30;1
81;3;04/11/2011;17;62;11;1
81;4;04/11/2011;17;13;17;1
82;1;04/12/2011;11;10;1;1
82;2;04/12/2011;11;29;24;2
82;3;04/12/2011;11;40;13;1
82;4;04/12/2011;11;35;23;2
82;5;04/12/2011;11;31;28;1
82;6;04/12/2011;11;56;13;4
83;1;04/12/2011;11;77;30;1
83;2;04/12/2011;11;91;18;1
83;3;04/12/2011;11;88;15;1
83;4;04/12/2011;11;38;16;1
83;5;04/12/2011;11;36;27;3
83;6;04/12/2011;11;18;17;2
83;7;04/12/2011;11;45;4;1
83;8;04/12/2011;11;16;22;1
83;9;04/12/2011;11;47;6;1
83;10;04/12/2011;11;51;13;1
83;11;04/12/2011;11;33;5;1
83;12;04/12/2011;11;89;29;1
83;13;04/12/2011;11;66;7;1
83;14;04/12/2011;11;81;12;1
83;15;04/12/2011;11;8;25;1
83;16;04/12/2011;11;93;30;2
83;17;04/12/2011;11;34;8;1
83;18;04/12/2011;11;86;17;1
83;19;04/12/2011;11;59;25;1
83;20;04/12/2011;11;52;7;1
83;21;04/12/2011;11;76;10;2
83;22;04/12/2011;11;83;28;1
84;1;04/12/2011;27;62;10;1
84;2;04/12/2011;27;17;16;2
84;3;04/12/2011;27;47;13;1
84;4;04/12/2011;27;60;4;1
84;5;04/12/2011;27;9;30;1
84;6;04/12/2011;27;42;25;1
84;7;04/12/2011;27;10;10;1
84;8;04/12/2011;27;8;20;1
84;9;04/12/2011;27;46;28;1
84;10;04/12/2011;27;71;15;1
84;11;04/12/2011;27;28;21;1
84;12;04/12/2011;27;1;4;1
84;13;04/12/2011;27;23;28;1
84;14;04/12/2011;27;83;18;2
84;15;04/12/2011;27;14;12;1
84;16;04/12/2011;27;94;7;2
84;17;04/12/2011;27;93;30;1
84;18;04/12/2011;27;16;22;1
84;19;04/12/2011;27;29;13;1
84;20;04/12/2011;27;19;3;1
84;21;04/12/2011;27;90;15;1
84;22;04/12/2011;27;37;23;1
84;23;04/12/2011;27;95;3;1
84;24;04/12/2011;27;69;2;1
84;25;04/12/2011;27;54;25;1
84;26;04/12/2011;27;84;23;2
84;27;04/12/2011;27;58;8;1
84;28;04/12/2011;27;5;12;1
85;1;04/12/2011;10;59;28;1
86;1;4/13/2011;21;54;26;2
86;2;4/13/2011;21;36;24;1
86;3;4/13/2011;21;76;8;1
86;4;4/13/2011;21;29;19;1
86;5;4/13/2011;21;21;30;1
86;6;4/13/2011;21;80;10;1
87;1;4/13/2011;16;14;27;1
87;2;4/13/2011;16;80;21;1
87;3;4/13/2011;16;78;28;1
87;4;4/13/2011;16;6;3;6
87;5;4/13/2011;16;65;13;1
87;6;4/13/2011;16;90;22;1
87;7;4/13/2011;16;9;19;1
87;8;4/13/2011;16;31;4;2
87;9;4/13/2011;16;67;7;1
87;10;4/13/2011;16;35;2;1
87;11;4/13/2011;16;92;15;1
88;1;4/13/2011;13;14;12;1
89;1;4/14/2011;10;79;22;1
89;2;4/14/2011;10;18;14;1
90;1;4/14/2011;10;85;7;1
90;2;4/14/2011;10;19;8;2
90;3;4/14/2011;10;97;28;2
90;4;4/14/2011;10;33;9;1
90;5;4/14/2011;10;76;1;1
90;6;4/14/2011;10;69;14;1
90;7;4/14/2011;10;94;22;1
90;8;4/14/2011;10;93;1;1
90;9;4/14/2011;10;7;4;2
90;10;4/14/2011;10;59;11;1
90;11;4/14/2011;10;66;30;1
91;1;4/14/2011;22;20;11;1
91;2;4/14/2011;22;14;12;1
91;3;4/14/2011;22;7;13;1
91;4;4/14/2011;22;6;1;1
91;5;4/14/2011;22;65;24;1
91;6;4/14/2011;22;28;15;1
91;7;4/14/2011;22;74;11;1
91;8;4/14/2011;22;33;6;1
91;9;4/14/2011;22;46;13;3
91;10;4/14/2011;22;1;6;1
91;11;4/14/2011;22;55;21;1
91;12;4/14/2011;22;13;28;6
91;13;4/14/2011;22;43;15;1
91;14;4/14/2011;22;41;23;1
91;15;4/14/2011;22;10;13;1
91;16;4/14/2011;22;84;9;1
91;17;4/14/2011;22;18;12;1
91;18;4/14/2011;22;79;8;1
91;19;4/14/2011;22;39;12;2
91;20;4/14/2011;22;37;8;6
91;21;4/14/2011;22;31;16;1
92;1;4/14/2011;30;74;9;1
93;1;4/14/2011;6;24;10;1
93;2;4/14/2011;6;5;2;1
94;1;4/15/2011;8;9;7;2
94;2;4/15/2011;8;85;24;1
94;3;4/15/2011;8;81;8;1
95;1;4/18/2011;8;91;6;2
95;2;4/18/2011;8;48;12;1
95;3;4/18/2011;8;95;11;1
95;4;4/18/2011;8;79;28;2
95;5;4/18/2011;8;60;23;1
95;6;4/18/2011;8;76;4;1
95;7;4/18/2011;8;90;6;1
95;8;4/18/2011;8;92;13;1
95;9;4/18/2011;8;8;19;1
95;10;4/18/2011;8;77;18;2
95;11;4/18/2011;8;13;12;1
95;12;4/18/2011;8;64;15;1
95;13;4/18/2011;8;71;5;2
95;14;4/18/2011;8;58;3;2
95;15;4/18/2011;8;80;14;1
95;16;4/18/2011;8;28;16;1
95;17;4/18/2011;8;20;6;1
95;18;4/18/2011;8;52;3;1
95;19;4/18/2011;8;57;12;1
95;20;4/18/2011;8;87;6;1
95;21;4/18/2011;8;17;22;1
96;1;4/18/2011;28;10;4;1
96;2;4/18/2011;28;64;2;1
96;3;4/18/2011;28;74;2;10
97;1;4/18/2011;2;58;3;1
97;2;4/18/2011;2;78;30;1
97;3;4/18/2011;2;44;1;1
97;4;4/18/2011;2;83;19;2
98;1;4/18/2011;8;57;5;4
99;1;4/19/2011;10;48;2;1
100;1;4/19/2011;10;73;9;1
100;2;4/19/2011;10;61;30;1
100;3;4/19/2011;10;49;16;1
100;4;4/19/2011;10;95;4;1
